編號,成語,注音,用法說明-語義說明,近義成語,反義成語,參考詞語,主條成語／非主條成語
1681,圓鑿方枘,ㄩㄢˊ　ㄗㄨㄛˋ　ㄈㄤ　ㄖㄨㄟˋ,,,,,非主條成語
1682,吞聲忍氣,ㄊㄨㄣ　ㄕㄥ　ㄖㄣˇ　ㄑㄧˋ,,,,,非主條成語
1683,從心所欲,ㄘㄨㄥˊ　ㄒㄧㄣ　ㄙㄨㄛˇ　ㄩˋ,,,,,非主條成語
1684,望洋興歎,ㄨㄤˋ　ㄧㄤˊ　ㄒㄧㄥ　ㄊㄢˋ,,,,,非主條成語
1685,折衝尊俎,ㄓㄜˊ　ㄔㄨㄥ　ㄗㄨㄣ　ㄗㄨˇ,在酒宴談判間，不以武力制敵取勝。,,,尊俎折衝、折衝俎豆、折衝樽俎、折衝?俎、樽俎折衝,主條成語
1686,奪胎換骨,ㄉㄨㄛˊ　ㄊㄞ　ㄏㄨㄢˋ　ㄍㄨˇ,,,,,非主條成語
1687,千金一擲,ㄑㄧㄢ　ㄐㄧㄣ　ㄧ　ㄓˊ　（變）　ㄑㄧㄢ　ㄐㄧㄣ　ㄧˋ　ㄓˊ,,,,,非主條成語
1688,井蛙之見,ㄐㄧㄥˇ　ㄨㄚ　ㄓ　ㄐㄧㄢˋ,,,,,非主條成語
1689,九流三教,ㄐㄧㄡˇ　ㄌㄧㄡˊ　ㄙㄢ　ㄐㄧㄠˋ,,,,,非主條成語
1690,井然有序,ㄐㄧㄥˇ　ㄖㄢˊ　ㄧㄡˇ　ㄒㄩˋ,,,,,非主條成語
1691,凌雲壯志,ㄌㄧㄥˊ　ㄩㄣˊ　ㄓㄨㄤˋ　ㄓˋ,,,,,非主條成語
1692,名實相副,ㄇㄧㄥˊ　ㄕˊ　ㄒㄧㄤ　ㄈㄨˋ,,,,,非主條成語
1693,肩摩踵接,ㄐㄧㄢ　ㄇㄛˊ　ㄓㄨㄥˇ　ㄐㄧㄝ,,,,,非主條成語
1694,北轅適楚,ㄅㄟˇ　ㄩㄢˊ　ㄕˋ　ㄔㄨˇ,,,,,非主條成語
1695,辭嚴義正,ㄘˊ　ㄧㄢˊ　ㄧˋ　ㄓㄥˋ,,,,,非主條成語
1696,銘心鏤骨,ㄇㄧㄥˊ　ㄒㄧㄣ　ㄌㄡˋ　ㄍㄨˇ,,,,,非主條成語
1697,懸河瀉水,ㄒㄩㄢˊ　ㄏㄜˊ　ㄒㄧㄝˋ　ㄕㄨㄟˇ,,,,,非主條成語
1698,伶仃孤苦,ㄌㄧㄥˊ　ㄉㄧㄥ　ㄍㄨ　ㄎㄨˇ,,,,,非主條成語
1699,同流合汙,ㄊㄨㄥˊ　ㄌㄧㄡˊ　ㄏㄜˊ　ㄨ,跟壞人一起做壞事。貶義。,沆瀣一氣、狼狽為奸、與世浮沉、隨波逐流,明哲保身、潔身自好,,主條成語
1700,勢不可當,ㄕˋ　ㄅㄨˋ　ㄎㄜˇ　ㄉㄤˇ,來勢迅速、猛烈，無法抵擋。,銳不可當、勢如破竹,望風披靡,勢不可抑、勢不可遏,主條成語
1701,心懷叵測,ㄒㄧㄣ　ㄏㄨㄞˊ　ㄆㄛˇ　ㄘㄜˋ,,,,,非主條成語
1702,千金一諾,ㄑㄧㄢ　ㄐㄧㄣ　ㄧ　ㄋㄨㄛˋ　（變）　ㄑㄧㄢ　ㄐㄧㄣ　ㄧˊ　ㄋㄨㄛˋ,,,,,非主條成語
1703,虎皮羊質,ㄏㄨˇ　ㄆㄧˊ　ㄧㄤˊ　ㄓˊ,,,,,非主條成語
1704,一長兩短,ㄧ　ㄔㄤˊ　ㄌㄧㄤˇ　ㄉㄨㄢˇ　（變）　ㄧˋ　ㄔㄤˊ　ㄌㄧㄤˇ　ㄉㄨㄢˇ,,,,,非主條成語
1705,羞花閉月,ㄒㄧㄡ　ㄏㄨㄚ　ㄅㄧˋ　ㄩㄝˋ,,,,,非主條成語
1706,末路窮途,ㄇㄛˋ　ㄌㄨˋ　ㄑㄩㄥˊ　ㄊㄨˊ,,,,,非主條成語
1707,脫口成章,ㄊㄨㄛ　ㄎㄡˇ　ㄔㄥˊ　ㄓㄤ,,,,,非主條成語
1708,交臂失之,ㄐㄧㄠ　ㄅㄧˋ　ㄕ　ㄓ,,,,,非主條成語
1709,吐絲自縛,ㄊㄨˇ　ㄙ　ㄗˋ　ㄈㄨˊ,,,,,非主條成語
1710,同歸殊途,ㄊㄨㄥˊ　ㄍㄨㄟ　ㄕㄨ　ㄊㄨˊ,,,,,非主條成語
1711,安家樂業,ㄢ　ㄐㄧㄚ　ㄌㄜˋ　ㄧㄝˋ,,,,,非主條成語
1712,按步就班,ㄢˋ　ㄅㄨˋ　ㄐㄧㄡˋ　ㄅㄢ,,,,,非主條成語
1713,疾足先得,ㄐㄧˊ　ㄗㄨˊ　ㄒㄧㄢ　ㄉㄜˊ,,,,,非主條成語
1714,破釜沉舟,ㄆㄛˋ　ㄈㄨˇ　ㄔㄣˊ　ㄓㄡ,形容做事果決，義無反顧。,孤注一擲、背水一戰、背城借一、濟河焚舟,急流勇退、退避三舍,沈舟破釜、沉舟破釜,主條成語
1715,足音跫然,ㄗㄨˊ　ㄧㄣ　ㄑㄩㄥˊ　ㄖㄢˊ,,,,,非主條成語
1716,眾寡不敵,ㄓㄨㄥˋ　ㄍㄨㄚˇ　ㄅㄨˋ　ㄉㄧˊ,,,,,非主條成語
1717,多歧亡羊,ㄉㄨㄛ　ㄑㄧˊ　ㄨㄤˊ　ㄧㄤˊ,,,,,非主條成語
1718,神差鬼使,ㄕㄣˊ　ㄔㄞ　ㄍㄨㄟˇ　ㄕˇ,,,,,非主條成語
1719,流水高山,ㄌㄧㄡˊ　ㄕㄨㄟˇ　ㄍㄠ　ㄕㄢ,,,,,非主條成語
1720,無妄之禍,ㄨˊ　ㄨㄤˋ　ㄓ　ㄏㄨㄛˋ,,,,,非主條成語
1721,同心戮力,ㄊㄨㄥˊ　ㄒㄧㄣ　ㄌㄨˋ　ㄌㄧˋ,,,,,非主條成語
1722,頓開茅塞,ㄉㄨㄣˋ　ㄎㄞ　ㄇㄠˊ　ㄙㄜˋ,,,,,非主條成語
1723,破竹之勢,ㄆㄛˋ　ㄓㄨˊ　ㄓ　ㄕˋ,,,,,非主條成語
1724,舞文弄法,ㄨˇ　ㄨㄣˊ　ㄋㄨㄥˋ　ㄈㄚˇ,指歪曲法律條文。,,,侮文弄法、弄法舞文、舞文巧法、舞文玩法,主條成語
1725,腸肥腦滿,ㄔㄤˊ　ㄈㄟˊ　ㄋㄠˇ　ㄇㄢˇ,,,,,非主條成語
1726,遊刃有餘,ㄧㄡˊ　ㄖㄣˋ　ㄧㄡˇ　ㄩˊ,比喻做事能勝任愉快，從容不迫。,庖丁解牛、綽有餘裕、綽綽有餘、駕輕就熟、應付裕如,力不從心、力不勝任,刃有餘地、投刃皆虛、游刃恢恢、游刃有餘、游刃皆虛、游刃餘地,主條成語
1727,瀝膽披肝,ㄌㄧˋ　ㄉㄢˇ　ㄆㄧ　ㄍㄢ,,,,,非主條成語
1728,應機立斷,ㄧㄥˋ　ㄐㄧ　ㄌㄧˋ　ㄉㄨㄢˋ,,,,,非主條成語
1729,廬山真面,ㄌㄨˊ　ㄕㄢ　ㄓㄣ　ㄇㄧㄢˋ,,,,,非主條成語
1730,槃根錯節,ㄆㄢˊ　ㄍㄣ　ㄘㄨㄛˋ　ㄐㄧㄝˊ,,,,,非主條成語
1731,別無長物,ㄅㄧㄝˊ　ㄨˊ　ㄓㄤˋ　ㄨˋ,,,,,非主條成語
1732,鄰國為壑,ㄌㄧㄣˊ　ㄍㄨㄛˊ　ㄨㄟˊ　ㄏㄨㄛˋ,,,,,非主條成語
1733,千緒萬端,ㄑㄧㄢ　ㄒㄩˋ　ㄨㄢˋ　ㄉㄨㄢ,,,,,非主條成語
1734,毋望之禍,ㄨˊ　ㄨㄤˋ　ㄓ　ㄏㄨㄛˋ,,,,,非主條成語
1735,滴水穿石,ㄉㄧ　ㄕㄨㄟˇ　ㄔㄨㄢ　ㄕˊ,,,,,非主條成語
1736,一文不值,ㄧ　ㄨㄣˊ　ㄅㄨˋ　ㄓˊ　（變）　ㄧˋ　ㄨㄣˊ　ㄅㄨˋ　ㄓˊ,,,,,非主條成語
1737,放虎歸山,ㄈㄤˋ　ㄏㄨˇ　ㄍㄨㄟ　ㄕㄢ,,,,,非主條成語
1738,落葉知秋,ㄌㄨㄛˋ　ㄧㄝˋ　ㄓ　ㄑㄧㄡ,,,,,非主條成語
1739,杜漸防微,ㄉㄨˋ　ㄐㄧㄢˋ　ㄈㄤˊ　ㄨㄟˊ,,,,,非主條成語
1740,露尾藏頭,ㄌㄡˋ　ㄨㄟˇ　ㄘㄤˊ　ㄊㄡˊ,,,,,非主條成語
1741,臨崖勒馬,ㄌㄧㄣˊ　ㄧㄞˊ　ㄌㄜˋ　ㄇㄚˇ,,,,,非主條成語
1742,模棱兩可,ㄇㄛˊ　ㄌㄥˊ　ㄌㄧㄤˇ　ㄎㄜˇ,,,,,非主條成語
1743,一板三眼,ㄧ　ㄅㄢˇ　ㄙㄢ　ㄧㄢˇ　（變）　ㄧˋ　ㄅㄢˇ　ㄙㄢ　ㄧㄢˇ,,,,,非主條成語
1744,人浮於食,ㄖㄣˊ　ㄈㄨˊ　ㄩˊ　ㄕˊ,,,,,非主條成語
1745,晨鐘暮鼓,ㄔㄣˊ　ㄓㄨㄥ　ㄇㄨˋ　ㄍㄨˇ,,,,,非主條成語
1746,結草啣環,ㄐㄧㄝˊ　ㄘㄠˇ　ㄒㄧㄢˊ　ㄏㄨㄢˊ,,,,,非主條成語
1747,鏤骨銘心,ㄌㄡˋ　ㄍㄨˇ　ㄇㄧㄥˊ　ㄒㄧㄣ,,,,,非主條成語
1748,翻天覆地,ㄈㄢ　ㄊㄧㄢ　ㄈㄨˋ　ㄉㄧˋ,,,,,非主條成語
1749,翦草除根,ㄐㄧㄢˇ　ㄘㄠˇ　ㄔㄨˊ　ㄍㄣ,,,,,非主條成語
1750,反脣相譏,ㄈㄢˇ　ㄔㄨㄣˊ　ㄒㄧㄤ　ㄐㄧ,,,,,非主條成語
1751,剪草除根,ㄐㄧㄢˇ　ㄘㄠˇ　ㄔㄨˊ　ㄍㄣ,,,,,非主條成語
1752,震天動地,ㄓㄣˋ　ㄊㄧㄢ　ㄉㄨㄥˋ　ㄉㄧˋ,,,,,非主條成語
1753,戶告人曉,ㄏㄨˋ　ㄍㄠˋ　ㄖㄣˊ　ㄒㄧㄠˇ,,,,,非主條成語
1754,反老還童,ㄈㄢˇ　ㄌㄠˇ　ㄏㄨㄢˊ　ㄊㄨㄥˊ,,,,,非主條成語
1755,入室升堂,ㄖㄨˋ　ㄕˋ　ㄕㄥ　ㄊㄤˊ,,,,,非主條成語
1756,池魚之禍,ㄔˊ　ㄩˊ　ㄓ　ㄏㄨㄛˋ,,,,,非主條成語
1757,無可如何,ㄨˊ　ㄎㄜˇ　ㄖㄨˊ　ㄏㄜˊ,,,,,非主條成語
1758,安土樂業,ㄢ　ㄊㄨˇ　ㄌㄜˋ　ㄧㄝˋ,,,,,非主條成語
1759,清風兩袖,ㄑㄧㄥ　ㄈㄥ　ㄌㄧㄤˇ　ㄒㄧㄡˋ,,,,,非主條成語
1760,眾心成城,ㄓㄨㄥˋ　ㄒㄧㄣ　ㄔㄥˊ　ㄔㄥˊ,,,,,非主條成語
1761,束手無措,ㄕㄨˋ　ㄕㄡˇ　ㄨˊ　ㄘㄨㄛˋ,,,,,非主條成語
1762,杜漸防萌,ㄉㄨˋ　ㄐㄧㄢˋ　ㄈㄤˊ　ㄇㄥˊ,,,,,非主條成語
1763,依人籬下,ㄧ　ㄖㄣˊ　ㄌㄧˊ　ㄒㄧㄚˋ,,,,,非主條成語
1764,明若觀火,ㄇㄧㄥˊ　ㄖㄨㄛˋ　ㄍㄨㄢ　ㄏㄨㄛˇ,,,,,非主條成語
1765,活剝生吞,ㄏㄨㄛˊ　ㄅㄛ　ㄕㄥ　ㄊㄨㄣ,,,,,非主條成語
1766,換骨奪胎,ㄏㄨㄢˋ　ㄍㄨˇ　ㄉㄨㄛˊ　ㄊㄞ,,,,,非主條成語
1767,養虎貽患,ㄧㄤˇ　ㄏㄨˇ　ㄧˊ　ㄏㄨㄢˋ,,,,,非主條成語
1768,螳螂捕蟬，黃雀在後,ㄊㄤˊ　ㄌㄤˊ　ㄅㄨˇ　ㄔㄢˊ　ㄏㄨㄤˊ　ㄑㄩㄝˋ　ㄗㄞˋ　ㄏㄡˋ,,,,,非主條成語
1769,墨守成法,ㄇㄛˋ　ㄕㄡˇ　ㄔㄥˊ　ㄈㄚˇ,,,,,非主條成語
1770,吐氣揚眉,ㄊㄨˇ　ㄑㄧˋ　ㄧㄤˊ　ㄇㄟˊ,,,,,非主條成語
1771,縮衣節食,ㄙㄨㄛ　ㄧ　ㄐㄧㄝˊ　ㄕˊ,,,,,非主條成語
1772,捉衿肘見,ㄓㄨㄛ　ㄐㄧㄣ　ㄓㄡˇ　ㄒㄧㄢˋ,,,,,非主條成語
1773,時雨春風,ㄕˊ　ㄩˇ　ㄔㄨㄣ　ㄈㄥ,,,,,非主條成語
1774,摧枯折腐,ㄘㄨㄟ　ㄎㄨ　ㄓㄜˊ　ㄈㄨˇ,,,,,非主條成語
1775,巧偷豪奪,ㄑㄧㄠˇ　ㄊㄡ　ㄏㄠˊ　ㄉㄨㄛˊ,,,,,非主條成語
1776,暫勞永逸,ㄓㄢˋ　ㄌㄠˊ　ㄩㄥˇ　ㄧˋ,,,,,非主條成語
1777,靡靡之樂,ㄇㄧˇ　ㄇㄧˇ　ㄓ　ㄩㄝˋ,,,,,非主條成語
1778,百年偕老,ㄅㄞˇ　ㄋㄧㄢˊ　ㄒㄧㄝˊ　ㄌㄠˇ,,,,,非主條成語
1779,千聞不如一見,ㄑㄧㄢ　ㄨㄣˊ　ㄅㄨˋ　ㄖㄨˊ　ㄧ　ㄐㄧㄢˋ　（變）　ㄑㄧㄢ　ㄨㄣˊ　ㄅㄨˋ　ㄖㄨˊ　ㄧˊ　ㄐㄧㄢˋ,,,,,非主條成語
1780,掩旗息鼓,ㄧㄢˇ　ㄑㄧˊ　ㄒㄧˊ　ㄍㄨˇ,,,,,非主條成語
1781,鶴髮雞皮,ㄏㄜˋ　ㄈㄚˇ　ㄐㄧ　ㄆㄧˊ,,,,,非主條成語
1782,雷霆之怒,ㄌㄟˊ　ㄊㄧㄥˊ　ㄓ　ㄋㄨˋ,,,,,非主條成語
1783,東床嬌客,ㄉㄨㄥ　ㄔㄨㄤˊ　ㄐㄧㄠ　ㄎㄜˋ,,,,,非主條成語
1784,竊位素餐,ㄑㄧㄝˋ　ㄨㄟˋ　ㄙㄨˋ　ㄘㄢ,,,,,非主條成語
1785,累卵之危,ㄌㄟˇ　ㄌㄨㄢˇ　ㄓ　ㄨㄟˊ,,,,,非主條成語
1786,忘年交,ㄨㄤˋ　ㄋㄧㄢˊ　ㄐㄧㄠ,,,,,非主條成語
1787,繫風捕影,ㄒㄧˋ　ㄈㄥ　ㄅㄨˇ　ㄧㄥˇ,,,,,非主條成語
1788,暗渡陳倉,ㄢˋ　ㄉㄨˋ　ㄔㄣˊ　ㄘㄤ,,,,,非主條成語
1789,千紅萬紫,ㄑㄧㄢ　ㄏㄨㄥˊ　ㄨㄢˋ　ㄗˇ,,,,,非主條成語
1790,阿其所好,ㄜ　ㄑㄧˊ　ㄙㄨㄛˇ　ㄏㄠˋ,,,,,非主條成語
1791,係風捕影,ㄒㄧˋ　ㄈㄥ　ㄅㄨˇ　ㄧㄥˇ,,,,,非主條成語
1792,紙貴洛陽,ㄓˇ　ㄍㄨㄟˋ　ㄌㄨㄛˋ　ㄧㄤˊ,,,,,非主條成語
1793,累牘連篇,ㄌㄟˇ　ㄉㄨˊ　ㄌㄧㄢˊ　ㄆㄧㄢ,,,,,非主條成語
1794,如之奈何,ㄖㄨˊ　ㄓ　ㄋㄞˋ　ㄏㄜˊ,,,,,非主條成語
1795,翻覆無常,ㄈㄢ　ㄈㄨˋ　ㄨˊ　ㄔㄤˊ,,,,,非主條成語
1796,為小失大,ㄨㄟˋ　ㄒㄧㄠˇ　ㄕ　ㄉㄚˋ,,,,,非主條成語
1797,瓜李之嫌,ㄍㄨㄚ　ㄌㄧˇ　ㄓ　ㄒㄧㄢˊ,,,,,非主條成語
1798,腹心之患,ㄈㄨˋ　ㄒㄧㄣ　ㄓ　ㄏㄨㄢˋ,,,,,非主條成語
1799,纖塵不染,ㄒㄧㄢ　ㄔㄣˊ　ㄅㄨˋ　ㄖㄢˇ,,,,,非主條成語
1800,盜名欺世,ㄉㄠˋ　ㄇㄧㄥˊ　ㄑㄧ　ㄕˋ,,,,,非主條成語
1801,萬籟無聲,ㄨㄢˋ　ㄌㄞˋ　ㄨˊ　ㄕㄥ,,,,,非主條成語
1802,投井下石,ㄊㄡˊ　ㄐㄧㄥˇ　ㄒㄧㄚˋ　ㄕˊ,,,,,非主條成語
1803,釣名沽譽,ㄉㄧㄠˋ　ㄇㄧㄥˊ　ㄍㄨ　ㄩˋ,,,,,非主條成語
1804,排山壓卵,ㄆㄞˊ　ㄕㄢ　ㄧㄚ　ㄌㄨㄢˇ,,,,,非主條成語
1805,瞭若指掌,ㄌㄧㄠˇ　ㄖㄨㄛˋ　ㄓˇ　ㄓㄤˇ,,,,,非主條成語
1806,電掣風馳,ㄉㄧㄢˋ　ㄔㄜˋ　ㄈㄥ　ㄔˊ,,,,,非主條成語
1807,溥天同慶,ㄆㄨˇ　ㄊㄧㄢ　ㄊㄨㄥˊ　ㄑㄧㄥˋ,,,,,非主條成語
1808,識途老馬,ㄕˋ　ㄊㄨˊ　ㄌㄠˇ　ㄇㄚˇ,,,,,非主條成語
1809,物盛則衰,ㄨˋ　ㄕㄥˋ　ㄗㄜˊ　ㄕㄨㄞ,,,,,非主條成語
1810,情隨事遷,ㄑㄧㄥˊ　ㄙㄨㄟˊ　ㄕˋ　ㄑㄧㄢ,,,,,非主條成語
1811,涸澤而漁,ㄏㄜˊ　ㄗㄜˊ　ㄦˊ　ㄩˊ,,,,,非主條成語
1812,深思遠慮,ㄕㄣ　ㄙ　ㄩㄢˇ　ㄌㄩˋ,,,,,非主條成語
1813,初發芙蓉,ㄔㄨ　ㄈㄚ　ㄈㄨˊ　ㄖㄨㄥˊ,,,,,非主條成語
1814,四分五落,ㄙˋ　ㄈㄣ　ㄨˇ　ㄌㄨㄛˋ,,,,,非主條成語
1815,一簞一瓢,ㄧ　ㄉㄢ　ㄧ　ㄆㄧㄠˊ　（變）　ㄧˋ　ㄉㄢ　ㄧˋ　ㄆㄧㄠˊ,,,,,非主條成語
1816,四通五達,ㄙˋ　ㄊㄨㄥ　ㄨˇ　ㄉㄚˊ,,,,,非主條成語
1817,孤恩負德,ㄍㄨ　ㄣ　ㄈㄨˋ　ㄉㄜˊ,,,,,非主條成語
1818,拿腔做勢,ㄋㄚˊ　ㄑㄧㄤ　ㄗㄨㄛˋ　ㄕˋ,,,,,非主條成語
1819,醉翁之意,ㄗㄨㄟˋ　ㄨㄥ　ㄓ　ㄧˋ,,,,,非主條成語
1820,地覆天翻,ㄉㄧˋ　ㄈㄨˋ　ㄊㄧㄢ　ㄈㄢ,,,,,非主條成語
1821,覆雨翻雲,ㄈㄨˋ　ㄩˇ　ㄈㄢ　ㄩㄣˊ,,,,,非主條成語
1822,鴉默雀靜,ㄧㄚ　ㄇㄛˋ　ㄑㄩㄝˋ　ㄐㄧㄥˋ,,,,,非主條成語
1823,當頭一棒,ㄉㄤ　ㄊㄡˊ　ㄧ　ㄅㄤˋ　（變）　ㄉㄤ　ㄊㄡˊ　ㄧˊ　ㄅㄤˋ,,,,,非主條成語
1824,平地波瀾,ㄆㄧㄥˊ　ㄉㄧˋ　ㄅㄛ　ㄌㄢˊ,,,,,非主條成語
1825,坐臥不寧,ㄗㄨㄛˋ　ㄨㄛˋ　ㄅㄨˋ　ㄋㄧㄥˊ,,,,,非主條成語
1826,寡聞少見,ㄍㄨㄚˇ　ㄨㄣˊ　ㄕㄠˇ　ㄐㄧㄢˋ,,,,,非主條成語
1827,樂道安貧,ㄌㄜˋ　ㄉㄠˋ　ㄢ　ㄆㄧㄣˊ,,,,,非主條成語
1828,善價而沽,ㄕㄢˋ　ㄐㄧㄚˋ　ㄦˊ　ㄍㄨ,,,,,非主條成語
1829,季布一諾,ㄐㄧˋ　ㄅㄨˋ　ㄧ　ㄋㄨㄛˋ　（變）　ㄐㄧˋ　ㄅㄨˋ　ㄧˊ　ㄋㄨㄛˋ,,,,,非主條成語
1830,頓口無言,ㄉㄨㄣˋ　ㄎㄡˇ　ㄨˊ　ㄧㄢˊ,,,,,非主條成語
1831,萬世一時,ㄨㄢˋ　ㄕˋ　ㄧ　ㄕˊ　（變）　ㄨㄢˋ　ㄕˋ　ㄧˋ　ㄕˊ,,,,,非主條成語
1832,意馬心猿,ㄧˋ　ㄇㄚˇ　ㄒㄧㄣ　ㄩㄢˊ,,,,,非主條成語
1833,背若芒刺,ㄅㄟˋ　ㄖㄨㄛˋ　ㄇㄤˊ　ㄘˋ,,,,,非主條成語
1834,肝膽塗地,ㄍㄢ　ㄉㄢˇ　ㄊㄨˊ　ㄉㄧˋ,,,,,非主條成語
1835,莫可奈何,ㄇㄛˋ　ㄎㄜˇ　ㄋㄞˋ　ㄏㄜˊ,,,,,非主條成語
1836,瓦解土崩,ㄨㄚˇ　ㄐㄧㄝˇ　ㄊㄨˇ　ㄅㄥ,,,,,非主條成語
1837,標新領異,ㄅㄧㄠ　ㄒㄧㄣ　ㄌㄧㄥˇ　ㄧˋ,,,,,非主條成語
1838,寅支卯糧,ㄧㄣˊ　ㄓ　ㄇㄠˇ　ㄌㄧㄤˊ,,,,,非主條成語
1839,棄邪歸正,ㄑㄧˋ　ㄒㄧㄝˊ　ㄍㄨㄟ　ㄓㄥˋ,,,,,非主條成語
1840,心腹之疾,ㄒㄧㄣ　ㄈㄨˋ　ㄓ　ㄐㄧˊ,,,,,非主條成語
1841,流離顛沛,ㄌㄧㄡˊ　ㄌㄧˊ　ㄉㄧㄢ　ㄆㄟˋ,,,,,非主條成語
1842,保殘守缺,ㄅㄠˇ　ㄘㄢˊ　ㄕㄡˇ　ㄑㄩㄝ,,,,,非主條成語
1843,龍盤虎踞,ㄌㄨㄥˊ　ㄆㄢˊ　ㄏㄨˇ　ㄐㄩˋ,,,,,非主條成語
1844,自同寒蟬,ㄗˋ　ㄊㄨㄥˊ　ㄏㄢˊ　ㄔㄢˊ,,,,,非主條成語
1845,無可救藥,ㄨˊ　ㄎㄜˇ　ㄐㄧㄡˋ　ㄧㄠˋ,,,,,非主條成語
1846,片言九鼎,ㄆㄧㄢˋ　ㄧㄢˊ　ㄐㄧㄡˇ　ㄉㄧㄥˇ,,,,,非主條成語
1847,綽綽有裕,ㄔㄨㄛˋ　ㄔㄨㄛˋ　ㄧㄡˇ　ㄩˋ,,,,,非主條成語
1848,千載一會,ㄑㄧㄢ　ㄗㄞˇ　ㄧ　ㄏㄨㄟˋ　（變）　ㄑㄧㄢ　ㄗㄞˇ　ㄧˊ　ㄏㄨㄟˋ,,,,,非主條成語
1849,對答如流,ㄉㄨㄟˋ　ㄉㄚˊ　ㄖㄨˊ　ㄌㄧㄡˊ,,,,,非主條成語
1850,異途同歸,ㄧˋ　ㄊㄨˊ　ㄊㄨㄥˊ　ㄍㄨㄟ,,,,,非主條成語
1851,蛇影杯弓,ㄕㄜˊ　ㄧㄥˇ　ㄅㄟ　ㄍㄨㄥ,,,,,非主條成語
1852,如虎生翼,ㄖㄨˊ　ㄏㄨˇ　ㄕㄥ　ㄧˋ,,,,,非主條成語
1853,汗馬之勞,ㄏㄢˋ　ㄇㄚˇ　ㄓ　ㄌㄠˊ,,,,,非主條成語
1854,家至戶曉,ㄐㄧㄚ　ㄓˋ　ㄏㄨˋ　ㄒㄧㄠˇ,,,,,非主條成語
1855,白衣蒼狗,ㄅㄞˊ　ㄧ　ㄘㄤ　ㄍㄡˇ,,,,,非主條成語
1856,高枕而臥,ㄍㄠ　ㄓㄣˇ　ㄦˊ　ㄨㄛˋ,,,,,非主條成語
1857,高下其手,ㄍㄠ　ㄒㄧㄚˋ　ㄑㄧˊ　ㄕㄡˇ,,,,,非主條成語
1858,一丁不識,ㄧ　ㄉㄧㄥ　ㄅㄨˋ　ㄕˋ　（變）　ㄧˋ　ㄉㄧㄥ　ㄅㄨˊ　ㄕˋ,,,,,非主條成語
1859,一心一計,ㄧ　ㄒㄧㄣ　ㄧ　ㄐㄧˋ　（變）　ㄧˋ　ㄒㄧㄣ　ㄧˊ　ㄐㄧˋ,,,,,非主條成語
1860,泰山之安,ㄊㄞˋ　ㄕㄢ　ㄓ　ㄢ,,,,,非主條成語
1861,目定口呆,ㄇㄨˋ　ㄉㄧㄥˋ　ㄎㄡˇ　ㄉㄞ,,,,,非主條成語
1862,拭目而待,ㄕˋ　ㄇㄨˋ　ㄦˊ　ㄉㄞˋ,,,,,非主條成語
1863,骨瘦如豺,ㄍㄨˇ　ㄕㄡˋ　ㄖㄨˊ　ㄔㄞˊ,,,,,非主條成語
1864,另眼看待,ㄌㄧㄥˋ　ㄧㄢˇ　ㄎㄢˋ　ㄉㄞˋ,,,,,非主條成語
1865,懸鶉百結,ㄒㄩㄢˊ　ㄔㄨㄣˊ　ㄅㄞˇ　ㄐㄧㄝˊ,,,,,非主條成語
1866,弩張劍拔,ㄋㄨˇ　ㄓㄤ　ㄐㄧㄢˋ　ㄅㄚˊ,,,,,非主條成語
1867,老生常譚,ㄌㄠˇ　ㄕㄥ　ㄔㄤˊ　ㄊㄢˊ,,,,,非主條成語
1868,趨炎附熱,ㄑㄩ　ㄧㄢˊ　ㄈㄨˋ　ㄖㄜˋ,,,,,非主條成語
1869,一枕黃粱,ㄧ　ㄓㄣˇ　ㄏㄨㄤˊ　ㄌㄧㄤˊ　（變）　ㄧˋ　ㄓㄣˇ　ㄏㄨㄤˊ　ㄌㄧㄤˊ,,,,,非主條成語
1870,七上八落,ㄑㄧ　ㄕㄤˋ　ㄅㄚ　ㄌㄨㄛˋ,,,,,非主條成語
1871,眉花眼笑,ㄇㄟˊ　ㄏㄨㄚ　ㄧㄢˇ　ㄒㄧㄠˋ,,,,,非主條成語
1872,羞惱成怒,ㄒㄧㄡ　ㄋㄠˇ　ㄔㄥˊ　ㄋㄨˋ,,,,,非主條成語
1873,彫蟲小技,ㄉㄧㄠ　ㄔㄨㄥˊ　ㄒㄧㄠˇ　ㄐㄧˋ,,,,,非主條成語
1874,沉舟破釜,ㄔㄣˊ　ㄓㄡ　ㄆㄛˋ　ㄈㄨˇ,,,,,非主條成語
1875,鴻案相莊,ㄏㄨㄥˊ　ㄢˋ　ㄒㄧㄤ　ㄓㄨㄤ,,,,,非主條成語
1876,過橋拆橋,ㄍㄨㄛˋ　ㄑㄧㄠˊ　ㄔㄞ　ㄑㄧㄠˊ,,,,,非主條成語
1877,鐵腸石心,ㄊㄧㄝˇ　ㄔㄤˊ　ㄕˊ　ㄒㄧㄣ,,,,,非主條成語
1878,殫思極慮,ㄉㄢ　ㄙ　ㄐㄧˊ　ㄌㄩˋ,,,,,非主條成語
1879,悲憤填膺,ㄅㄟ　ㄈㄣˋ　ㄊㄧㄢˊ　ㄧㄥ,,,,,非主條成語
1880,銘心刻骨,ㄇㄧㄥˊ　ㄒㄧㄣ　ㄎㄜˋ　ㄍㄨˇ,,,,,非主條成語
1881,附鳳攀龍,ㄈㄨˋ　ㄈㄥˋ　ㄆㄢ　ㄌㄨㄥˊ,,,,,非主條成語
